title,average_score,num_scores
Hello Schoolgirl,7.1521739130434785,345
Azumi,7.151658767772512,211
Women of The Sun,7.151515151515151,33
Shotenin Michiru no Minoue Banashi,7.150943396226415,53
Portrait of a Beauty,7.150735294117647,136
Zhong Wu Yan,7.15,40
So I Married an Anti-Fan,7.15,170
Another Parting,7.149446494464945,271
The King's Face,7.14935064935065,77
Mitsu no Aji~A Taste of Honey~,7.148648648648648,37
Haeundae Lovers,7.147509578544061,261
Inspiring Generation,7.147465437788019,217
Steel Cold Winter,7.147368421052631,95
Taddao Bussaya,7.147058823529412,34
One Missed Call,7.145933014354067,209
Higashino Keigo Mysteries,7.1454545454545455,55
Gekiryu~Watashi wo Oboete Imasuka? ,7.145161290322581,31
Temptation of an Angel,7.144736842105263,114
Mayonaka no Panya-san,7.144736842105263,38
The Eye,7.144230769230769,52
Highway Star,7.143939393939394,66
Do Re Mi Fa So La Ti Do,7.1430817610062896,636
Mr. Hong,7.142857142857143,28
Horror Stories,7.142857142857143,49
Noroi: The Curse,7.141025641025641,39
Blood Rain,7.140625,32
My Man,7.140625,32
Dr. Ian,7.139455782312925,147
7th Grade Civil Servant,7.139455782312925,441
Royal Concubine: Concubine of King,7.138888888888889,126
"Crying Out Love, In the Center of the World",7.138888888888889,54
Lover's Concerto,7.138461538461539,65
Shiri,7.137931034482759,29
The Returner,7.137931034482759,58
Road To North,7.137931034482759,29
Share House no Koibito,7.136363636363637,44
Boku to Star no 99 Nichi,7.136363636363637,198
Corner with Love,7.135838150289017,173
Special Investigation Unit,7.135416666666667,96
Cyrano Agency,7.135253054101222,573
Ex File,7.135135135135135,37
Falling in Love with a Rival,7.134615384615385,78
Attention Please,7.134375,320
Majisuka Gakuen,7.133333333333334,105
Baby-faced Beauty,7.132250580046404,431
Jiu,7.131578947368421,76
Riders: Catch Tomorrow,7.129032258064516,31
Orange Marmalade,7.127659574468085,376
Saba Doru,7.127450980392157,102
Dark Water,7.126168224299065,107
Summer Rescue,7.125,32
Majisuka Gakuen 3,7.125,40
Attack the Gas Station! 2,7.122448979591836,49
White: The Melody of the Curse,7.122282608695652,184
Yume wo Kanaeru Zo,7.122222222222222,45
Look For a Star,7.121212121212121,33
Itsuka no kimi e,7.12111801242236,161
After The Flowers,7.120689655172414,29
Goemon,7.120481927710843,83
When I Was The Prettiest,7.120218579234972,183
Open City,7.119565217391305,46
Nana 2,7.118618618618618,333
Cubic,7.114864864864865,74
AM 11:00,7.114285714285714,35
Kaito Royale,7.1125,40
Sweet Relationship,7.112068965517241,58
Ranma 1/2,7.111731843575419,179
The Perfect Couple,7.111538461538461,260
The Man Who Can't Get Married,7.111510791366906,139
She is Wow!,7.111386138613861,202
The Fallen Angel,7.111111111111111,27
Mioka,7.111111111111111,45
Dr. Champ,7.110738255033557,149
Miracle: Devil Claus' Love and Magic,7.109375,32
Samee,7.109375,32
I Am Legend,7.108208955223881,134
Real,7.106796116504855,103
Fate,7.1063829787234045,47
Drama Special 2014: Taste of Curry,7.1063829787234045,47
Bachelor's Vegetable Store,7.103448275862069,174
My Unfortunate Boyfriend,7.102739726027397,219
Love Clinique,7.102739726027397,73
Aftermath,7.102713178294573,258
My Lucky Star 2013,7.1022727272727275,44
Taiyou no Kisetsu,7.1022727272727275,44
Queen Of The Game,7.1015625,64
Insadong Scandal,7.1,35
Naka nai to Kimeta Hi,7.1,30
Blades of Blood,7.1,35
Madeleine,7.099009900990099,101
Hotelier,7.098958333333333,96
Attention Please 2007,7.098360655737705,122
I Love Lee Tae Ri,7.097165991902834,247
Ace wo Nerae!,7.096774193548387,62
Dance Subaru,7.0964912280701755,57
Formula 17,7.096385542168675,83
Smoking Gun - Ketteiteki Shoko,7.096153846153846,26
Salamander Guru and the Gang,7.094736842105263,95
Marine Boy,7.094594594594595,37
April Bride,7.09375,48
Arifureta Kiseki,7.092105263157895,38
Invincible Parachute Agent,7.090909090909091,33
Local Hero,7.089622641509434,106
Bambino!,7.089595375722543,173
The Family Is Coming,7.088888888888889,45
Happiness,7.088235294117647,34
One Night Stud,7.086206896551724,29
Why Don't You Play In Hell?,7.083333333333333,30
Coma,7.083333333333333,48
Thermae Romae ,7.082089552238806,67
One Missed Call 2,7.0777777777777775,90
U Prince Series: The Gentle Vet,7.076923076923077,39
The Eccentric Daughter-in-Law,7.076704545454546,176
Q.E.D.,7.074626865671642,67
Glory Jane,7.074257425742574,202
Midas,7.071428571428571,133
The Twins Effect,7.070754716981132,106
Marrying The Mafia,7.07037037037037,135
Love So Divine,7.068518518518519,270
SPY,7.0675675675675675,111
"It's Me, It's Me",7.0673076923076925,104
Miss Rose,7.066433566433567,143
Strongest Chil Woo,7.066037735849057,53
Thirst,7.065789473684211,114
Advertising Genius Lee Tae Baek,7.065693430656935,137
Second Love,7.0646258503401365,147
Watashi no Kirai na Tantei ,7.0638297872340425,47
Azooma,7.0625,32
A Millionaire on the Run,7.0625,32
Kung Fu Dunk,7.061151079136691,139
Majurat See Nam Pueng,7.060975609756097,41
The Rise of a Tomboy,7.0608108108108105,74
Shitsuren Chocolatier,7.059907834101383,217
Aftermath Season 2,7.059027777777778,144
"Love, in Between",7.058139534883721,43
My Darling is a Foreigner,7.057971014492754,138
True Legend,7.0576923076923075,26
Pan Ruk Pan Rai,7.0576923076923075,26
Medical Top Team,7.056962025316456,158
One Warm Word,7.0561224489795915,98
The Producers Special,7.055555555555555,54
Whispering Corridors 5: A Blood Pledge,7.054545454545455,55
Jumunjin,7.053571428571429,28
Summer Scent,7.053333333333334,150
If I Were You,7.052631578947368,76
Fallen Angels,7.052631578947368,38
Romantic Princess,7.05078125,512
Sweet Spy,7.0476190476190474,63
Renai Neet,7.0476190476190474,42
Binbo Danshi,7.046762589928058,139
Love You 10000 Years,7.046153846153846,130
Romance Blue,7.044444444444444,45
Miss Conspirator,7.044444444444444,45
Linda Linda Linda,7.043478260869565,69
Yellow Tears,7.043478260869565,46
Kiki's Delivery Service,7.042857142857143,70
Silk,7.042857142857143,35
The Masked Fencer,7.042553191489362,47
First Love,7.042016806722689,119
Propose Kyodai,7.041666666666667,72
Holy Pearl,7.041666666666667,36
Introduction of the Princess,7.04054054054054,37
"Goddess Of Fire, Jeongi",7.040268456375839,149
Days With You,7.04,50
"MARS - Tada, Kimi wo Aishiteru",7.0390625,64
Kurosagi: The Movie,7.038690476190476,336
My Secret Hotel,7.038461538461538,351
Wish To See You Again,7.038461538461538,65
Ms. Kim's Million Dollar Quest,7.038461538461538,39
Arang,7.037878787878788,66
"L for Love, L for Lies",7.037735849056604,53
Ngao Jai,7.037037037037037,27
Drama Special Series Season 2: Ordinary Love,7.036231884057971,69
One Missed Call Final,7.035714285714286,140
xxxHolic,7.03475935828877,187
The Ugly Duckling,7.033333333333333,30
The Intimate Lover,7.032407407407407,108
Abarenbo Mama,7.032258064516129,31
Les Interprètes,7.031746031746032,63
Romance,7.02906976744186,86
Magic to Win,7.0285714285714285,35
Love In Magic,7.026845637583893,149
First Kiss,7.026578073089701,301
Unstoppable Marriage,7.025280898876405,178
Shiawase ni Narou yo,7.025,40
HK: Forbidden Superhero,7.023809523809524,42
"Seisei Suruhodo, Aishiteru",7.022222222222222,45
Memoirs of a Teenage Amnesiac,7.02195945945946,296
APT,7.0212765957446805,47
Shokojo Seira,7.020491803278689,122
Finding Lost Time,7.02,75
Kiss: The Series,7.02,50
"Crouching Tiger, Hidden Dragon: Sword of Destiny",7.019230769230769,26
The Legendary Courtesan Hwang Jin Yi,7.0182926829268295,82
The Prince of Tennis 2,7.017857142857143,28
Save Me,7.016949152542373,59
RH Plus,7.015625,128
Gye Baek,7.015625,32
Hanayome to Papa,7.015384615384615,65
Our School E.T,7.014925373134329,67
Triumph in the Skies,7.014285714285714,35
April Snow,7.012711864406779,118
K-POP - The Ultimate Audition,7.012687427912342,867
Boys Before Flowers: F4 After Story,7.011764705882353,85
Taboo,7.011111111111111,45
Last Quarter of the Moon,7.01063829787234,141
Azumi 2: Death or Love,7.010344827586207,145
Robber,7.009803921568627,51
"Kiss Me, Kill Me",7.008426966292135,356
Project Makeover,7.005952380952381,252
Wild Chives and Soybean Soup,7.004166666666666,120
SHARK 2nd Season,7.0,33
Last Christmas,7.0,27
Kasa wo Motanai Aritachi wa,7.0,28
R-Point,7.0,32
Glorious Temptation,7.0,26
Go! Go! G-Boys,7.0,54
Tender Woman,7.0,29
MoMo Love,7.0,196
Junjou,6.994186046511628,172
Bong Soon - a Cyborg in Love,6.991525423728813,59
Norwegian Wood,6.989528795811518,191
Classmates,6.989130434782608,92
Vacation,6.988721804511278,133
Love Marriage,6.9884615384615385,130
Noriko's Dinner Table,6.988095238095238,42
Jam Loey Rak,6.9875,80
Piecing Me Back Together,6.9875,40
Wong Wien Hua Jai,6.987179487179487,39
Lovers Vanished,6.987179487179487,39
Dumplings,6.985714285714286,35
That Love Comes,6.985294117647059,68
Royal Family,6.985074626865671,67
Ichi the Killer,6.984615384615385,65
The Treacherous,6.984375,32
Moyashimon,6.983870967741935,31
5 Minutes to Tomorrow,6.983870967741935,31
An Empress and the Warriors,6.983333333333333,30
Bad Girls,6.9831223628691985,237
The Cat Funeral,6.982758620689655,29
Lobbyist,6.982758620689655,29
M.W.,6.9818181818181815,55
Surprise Party,6.97972972972973,74
Say that You Love Me,6.979591836734694,49
Vision ~ Koroshi ga Mieru Onna,6.9787234042553195,47
Endless Love,6.978494623655914,93
Dragon Tiger Gate,6.977777777777778,45
Spin Kick,6.976744186046512,43
Attic Cat,6.9748427672955975,159
Bloody Reunion,6.972972972972973,74
Battery,6.9714285714285715,35
Happy Michelin Kitchen,6.96969696969697,33
Bad Couple,6.96875,112
Time Trip App,6.96875,32
Beautiful Secret,6.966101694915254,59
The Servant,6.965909090909091,88
Meteor Garden 2,6.96523178807947,302
Will it Snow for Christmas?,6.964285714285714,182
"My Love, Madame Butterfly",6.964285714285714,28
Almost Love,6.963709677419355,248
The Restless,6.962962962962963,108
Oishii Proposal,6.958333333333333,36
Tomorrow Boy,6.9576271186440675,59
Anego,6.955985915492958,284
Night Watchman's Journal,6.955947136563877,227
Grasshopper,6.955357142857143,56
Koe Koi,6.953333333333333,75
Roy Lae Sanae Luang,6.953125,32
A Hundred Year's Inheritance,6.951851851851852,135
Around 40,6.950980392156863,51
Frivolous Wife,6.95,120
My MVP Valentine,6.95,40
Collective Invention,6.944444444444445,27
"Smile, Again",6.943396226415095,53
Who's the One,6.9423076923076925,26
Get Karl! Oh Soo Jung,6.9423076923076925,78
Galcir,6.9423076923076925,26
Big,6.940202391904323,1087
Votre Noir,6.939024390243903,41
Jenny & Juno,6.939024390243903,369
She is Nineteen,6.93859649122807,114
Cello,6.936507936507937,63
Reincarnation,6.9363636363636365,55
Someone Special,6.933734939759036,83
100 Days with Mr. Arrogant,6.932264397905759,1528
Apple in Your Eye,6.931372549019608,51
Line Romance,6.931034482758621,145
Love Julinsee,6.931034482758621,29
Attention Please 2008,6.930693069306931,101
Only You,6.929577464788732,142
Hello My Love,6.92948717948718,78
Sapuri,6.928571428571429,231
Sunshine Angel,6.927710843373494,166
Spring story,6.926666666666667,75
Love In Memory,6.925925925925926,27
Drama Special Season 1: The Great Gye Choon Bin,6.925531914893617,47
Say Hello for Me,6.924242424242424,33
Hapimari: Happy Marriage!?,6.924107142857143,112
Rosy Lovers,6.923913043478261,46
Let's Go Watch Meteor Shower,6.923841059602649,151
Heaven's Bookstore,6.923076923076923,26
Kimi no Kioku wo Boku ni Kudasai ~Pygmalion no Koi~,6.922413793103448,58
doS Deka,6.921052631578948,38
Old Miss Diary,6.92,50
The Youth,6.919354838709677,31
Bartender,6.91875,80
Sweet Secret,6.9186046511627906,43
Senpai to Kanojo,6.918269230769231,104
Last Friends Special Encore,6.918181818181818,55
Nightmare Detective,6.916666666666667,36
M,6.913043478260869,46
"Take Care Of Us, Captain",6.912371134020619,97
Haru,6.9116719242902205,317
Poseidon,6.909677419354839,155
King Flower,6.909448818897638,127
My Love Patzzi,6.90625,112
Money's Warfare,6.905405405405405,37
18 vs. 29,6.903940886699507,203
Smuggler,6.903846153846154,26
Dream High 2,6.903620352250489,1022
Love 100° C,6.902777777777778,36
An Actor is an Actor,6.902127659574468,235
Cheese In The Trap SP,6.901234567901234,81
Drucker in the Dug-Out,6.9,30
Phone,6.9,90
The Twins Effect 2,6.9,35
Sex Is Zero 2,6.9,75
Love Cells 2,6.9,70
The Seaside Motel,6.8984375,64
Samaritan Girl,6.898148148148148,54
Fall in Love With Me,6.897689768976898,303
Paradise Farm,6.8971291866028706,418
Miracle on 1st Street,6.897058823529412,34
Dear Enemy,6.896551724137931,29
Gachi Baka!,6.89622641509434,53
Ride Away,6.894230769230769,52
Fuma no Kojiro,6.893939393939394,33
Sprout,6.893905191873589,443
Flying Swords of Dragon Gate,6.892857142857143,28
Brown Sugar Macchiato,6.8898809523809526,168
Boys Love 2,6.887417218543046,151
Boku Dake no Madonna,6.885245901639344,61
Monsterz,6.884146341463414,82
Moebius,6.883333333333334,30
Miss No Good,6.882838283828383,303
Mr. Idol,6.881410256410256,312
Dream,6.88135593220339,118
Our Town ,6.880952380952381,42
Udagawachou de Matteteyo,6.879310344827586,29
Loveholic,6.878571428571429,70
How to Meet a Perfect Neighbor,6.878378378378378,74
Time Spiral,6.878378378378378,74
Witch Yoo Hee,6.876770538243626,353
Angel's Revenge,6.875,36
Toshi Densetsu no Onna 2,6.875,32
Budapest Diary,6.875,36
The Man in the Mask,6.871794871794871,78
The Homeless Student,6.871212121212121,66
Falling For Do Jeon,6.870056497175141,177
Rent a Girlfriend Home for New Year,6.869565217391305,46
Youth Never Returns,6.868421052631579,57
Death Game Park,6.863207547169812,106
Love of South and North,6.86,50
Red Wine in the Dark Night,6.859375,32
Kami no Shizuku,6.852201257861635,159
The Last Woman Standing,6.851851851851852,27
What  Women Want,6.851351351351352,74
Drama Special Season 1: Pianist,6.84965034965035,143
Deka Wanko SP,6.847222222222222,36
Heading to the Ground,6.842741935483871,124
Lawyers of Korea,6.842592592592593,54
The Birth of the Rich,6.842424242424243,165
Love on Credit,6.842105263157895,38
Perfect Partner,6.840909090909091,44
The Duo,6.839285714285714,28
Love Fiction,6.837719298245614,114
Marriage Is a Crazy Thing,6.836956521739131,46
Cinderella Man,6.836538461538462,208
Death Bell 2: Bloody Camp,6.836,250
The Legend of Seven Cutter,6.8352941176470585,170
Dating On Earth,6.834519572953736,281
Room of King,6.833333333333333,36
Deep Love,6.833333333333333,48
Khun Chai Taratorn,6.833333333333333,42
Snow White,6.831632653061225,98
Ying Ye 3+1,6.8313953488372094,86
Be With Me,6.83,50
Unemployed Romance,6.828888888888889,225
Gakko ja Oshierarenai!,6.828571428571428,35
The Promise,6.828125,64
Me & 23 Slaves,6.826923076923077,52
Wedding,6.825581395348837,43
Crazy First Love,6.825242718446602,103
30+ Single On Sale,6.82258064516129,31
Tokyo Boy,6.822368421052632,152
The Doll Master,6.821428571428571,84
Heartbreak Library,6.820668693009119,329
Successful Story of a Bright Girl,6.82,125
Mobile Boyfriend,6.819444444444445,72
Clash of the Families,6.818181818181818,44
Hakuba no Oujisama ~ Junai Tekireiki ,6.818181818181818,33
Super Rookie,6.8161764705882355,68
Hayate the Combat Butler,6.815315315315315,111
The Longest 24 Months,6.8133333333333335,150
The Prince of Tennis,6.813106796116505,206
Turtles Swim Faster Than Expected,6.810344827586207,29
Legend of Hyang Dan,6.808219178082192,73
Ring 2,6.8076923076923075,65
Birdie Buddy,6.8052631578947365,95
Takumi-kun Series 1: And The Spring Breeze Whispers,6.804526748971194,243
The Grandmaster,6.803921568627451,51
Honey and Clover,6.8,285
Venus and Mars,6.8,30
The Art of Seduction,6.798440979955457,449
Lost and Found,6.798076923076923,208
Dekichatta Kekkon,6.797297297297297,37
Tokyo Ghost Trip,6.797297297297297,37
Fallen Angel,6.796875,32
Hello! Miss,6.796875,224
One Perfect Day,6.796296296296297,108
Conspiracy in the Court,6.796296296296297,27
The Magicians of Love,6.795180722891566,83
Over The Rainbow,6.79375,80
My Lovely Girl,6.792887029288703,478
Oh! Happy Day,6.7894736842105265,38
Eating Existence,6.788461538461538,26
Dance Of The Dragon,6.785714285714286,28
Giragira,6.785714285714286,35
Paranormal Activity 2: Tokyo Night,6.785714285714286,35
Her Legend,6.783536585365853,164
Vampire Host,6.782857142857143,175
Celeb to Binbo Taro,6.782051282051282,78
Afro Tanaka,6.782051282051282,78
Horror Stories 2,6.780487804878049,41
Goong S,6.779591836734694,245
Someday,6.779411764705882,34
Love Forward,6.777777777777778,54
Le Jun Kai,6.774390243902439,246
Ramen Daisuki Koizumi-san,6.774193548387097,31
Amphetamine,6.774193548387097,31
Maybe,6.774193548387097,62
Love Clinic,6.771428571428571,35
U-Turn,6.770491803278689,122
1% of Anything,6.769406392694064,219
My Daughter Geum Sa Wol,6.769230769230769,39
Vampire in Love,6.769230769230769,91
Prince's Prince,6.769230769230769,182
Jao Sao Rim Tang,6.769230769230769,39
Stained Glass,6.7682926829268295,41
Wishing For Happiness,6.767857142857143,28
"Summer, Whispers",6.767857142857143,28
Flames of Desire,6.766666666666667,45
Ju-on: Old Lady in White,6.76530612244898,49
Time To Love,6.764150943396227,53
Changing Partners,6.762711864406779,118
Cheap Love,6.758064516129032,31
Mermaid,6.757575757575758,66
Konkatsu!,6.754901960784314,51
Another,6.75462962962963,108
Codename: Jackal,6.754424778761062,678
Pretty Boy,6.754180602006689,598
Come To Me Like A Star,6.75,70
The Monkey King,6.75,40
Alice in Liar Game,6.75,76
Doomsday Book,6.75,44
Lily Fever,6.75,90
Whispering Corridors 3: Wishing Stairs,6.75,100
Closed Note,6.745098039215686,51
Boy Meets Boy,6.743951612903226,248
6 Years in Love,6.743478260869566,115
Tai Chi Zero,6.742857142857143,35
29 February: 4 Horror Tales,6.742857142857143,35
"Sore wa, Totsuzen, Arashi no you ni..",6.742268041237113,97
Gigolo Wannabe,6.74,50
Kuchisake-Onna,6.737704918032787,61
Night Watch,6.733333333333333,30
Hana & Alice,6.732876712328767,73
She Is 200 Years Old,6.731788079470198,151
For the Emperor,6.725806451612903,62
Mackerel Run,6.7254901960784315,153
Pretty Guardian Sailor Moon: Act 0,6.724137931034483,29
The Empress,6.723404255319149,47
Her Granddaughter,6.722222222222222,27
My Precious You,6.72093023255814,43
Gegege no Kitaro,6.720588235294118,34
In-Soon Is Pretty,6.720588235294118,34
Miss Ripley,6.716981132075472,212
90 Days of Love,6.716666666666667,30
S Diary,6.713793103448276,145
Ganbatte Ikimasshoi,6.712765957446808,47
Peach Girl,6.7125,80
Be Crazy About Me,6.711678832116788,274
Why Did You Come to My House?,6.711538461538462,130
Teddy Go!,6.711538461538462,26
Woody Sambo,6.711267605633803,71
See You After School,6.7105263157894735,76
Dead Friend,6.708860759493671,79
The Flatterer,6.708333333333333,72
Please Teach Me English,6.707865168539326,178
U Prince Series: The Handsome Cowboy,6.7,70
Audition,6.698924731182796,93
Scarlet Heart 2,6.697916666666667,48
A Perfect Match,6.6976744186046515,129
The Naked Kitchen,6.697406340057637,347
Marrying A Millionaire,6.697368421052632,76
Beautiful Love,6.696428571428571,84
Attack on the Pin-Up Boys,6.6963434022257555,629
Koishite Akuma,6.69488188976378,254
The Legend of Brown Sugar Chivalries,6.6938775510204085,49
Akuryo Byoutou,6.691489361702128,47
Girl x Girl,6.69140625,128
Starlit,6.6891891891891895,37
IRIS: The Movie,6.68705035971223,139
Cinderella,6.686915887850467,107
Whispering Corridors 2: Memento Mori,6.686274509803922,51
Time Slip Dr. Jin,6.686241610738255,298
Sweet Room,6.6861702127659575,94
"I Summon You, Gold!",6.685393258426966,89
The Isle,6.685185185185185,27
Hateful But Once Again,6.685185185185185,27
Marmalade Boy,6.684782608695652,46
One Fine Day,6.681818181818182,99
Tsuki no Koibito,6.681034482758621,116
How to Keep My Love,6.680327868852459,61
Temptation,6.672566371681416,113
My Wife is 18,6.671428571428572,70
Evil Twin,6.670731707317073,41
Love Buffet,6.670103092783505,194
The Musical,6.6678321678321675,286
La Robe De Mariage Des Cieux,6.666666666666667,48
Karate Girl,6.666666666666667,33
I Am Sam,6.666666666666667,177
Sensei wa Erai!,6.666666666666667,60
Rebound,6.661157024793388,121
My Boyfriend Is Type-B,6.660179640718563,334
The White Haired Witch of Lunar Kingdom,6.659090909090909,66
Beautiful,6.653846153846154,78
When A Man's in Love,6.64937106918239,318
Akihabara at Deep,6.649122807017544,57
Oohlala Spouses,6.648936170212766,141
Volcano High,6.648936170212766,94
Tokyo Friends,6.646551724137931,58
Sugar and Spice,6.646341463414634,41
A Gentle Breeze in the Village,6.642857142857143,28
Miss Gold Digger,6.642045454545454,88
Sector 7,6.638888888888889,108
Can't Lose,6.637931034482759,87
I Love You So Much,6.635135135135135,37
Futureless Things,6.634615384615385,26
Lost Days,6.634146341463414,123
Hanoi Bride,6.63,50
Suicide Circle,6.6299212598425195,127
Battle Royale II: Requiem,6.628630705394191,241
Drama Special Season 1: Our Slightly Risque Relationship,6.628378378378378,74
Puzzle,6.627118644067797,118
One Night Only,6.626506024096385,83
Roy Leh Sanae Rai,6.625,76
Happy! Rose Day,6.625,48
My Sister Of Eternal Flower,6.625,28
Ju-on: Girl in Black,6.622641509433962,53
Regatta,6.622222222222222,45
Love is The Best,6.620689655172414,29
Blood: The Last Vampire,6.619565217391305,138
Shrill Cries – Reshuffle,6.616666666666666,30
Summer Love,6.614035087719298,114
Everybody Has Secrets,6.613636363636363,88
Shotgun Love,6.612903225806452,62
Joker: Yurusarezaru Sousakan SP,6.611111111111111,27
We Are Dating Now,6.611111111111111,45
Love Actually,6.607142857142857,42
The Loner,6.605263157894737,57
Drama Go Go Go,6.605263157894737,57
Sword and Flower,6.604838709677419,62
Tokyo Tower,6.604651162790698,43
Prince's First Love,6.602564102564102,78
Boys Love,6.601123595505618,178
Kiss Note,6.598214285714286,56
Hold My Love,6.596774193548387,31
Meteor Rain,6.5931372549019605,102
Tajomaru: Avenging Blade,6.593023255813954,43
Don't Hesitate,6.590277777777778,72
Futatsu no Spica,6.588235294117647,51
Kung Fu Hip Hop,6.583333333333333,30
Plump Revolution,6.583333333333333,84
Summer X Summer,6.581632653061225,98
Air City,6.581081081081081,37
Contract Lover,6.579545454545454,88
Single Princesses and Blind Dates,6.578947368421052,38
Coffee House,6.578171091445427,339
Love On That Day,6.576923076923077,26
Ai no kotodama 2: Sekai no Hate Made,6.576530612244898,98
Oishii Man,6.575,40
46 Billion Years of Love,6.575,40
A Thousand Kisses,6.574803149606299,127
Hyunhaetan Marriage War,6.573529411764706,34
Infinite Power,6.569444444444445,36
Missing Korea,6.568965517241379,87
Reaching for the Stars,6.566666666666666,30
Scarlet Innocence,6.56140350877193,57
Infection,6.5588235294117645,34
Taiikukan Baby,6.5588235294117645,102
Kizumomo,6.558139534883721,43
A Game about Love,6.555555555555555,72
All Esper Dayo!,6.555555555555555,36
Tattoo,6.553571428571429,56
Mendol,6.552631578947368,114
Lovers In Prague,6.552083333333333,48
Naoko,6.55,50
Prison School,6.55,30
Missing,6.548387096774194,31
Nail Shop Paris,6.5431192660550455,545
Start Love,6.54054054054054,37
Tokyo Juliet,6.536496350364963,137
Let's Watch The Meteor Shower Again,6.5344827586206895,58
Kamen Rider × Kamen Rider OOO & W Featuring Skull: Movie War Core,6.533333333333333,30
The Worst Guy Ever,6.53125,48
The Great Seer,6.529850746268656,67
Before and After: Plastic Surgery Clinic,6.5285714285714285,35
Haganai: I Don't Have Many Friends,6.526041666666667,96
Cupid Factory,6.5256410256410255,39
Crows Explode,6.524590163934426,61
Love Contract,6.52122641509434,212
Fly High,6.52,200
Sukiyaki Western Django,6.517857142857143,28
Romance Zero,6.516129032258065,31
A New Leaf,6.515873015873016,126
Hometown Legends,6.513513513513513,37
Pulse,6.5131578947368425,38
Mischange,6.5048076923076925,104
A Good Day to Have an Affair,6.5046728971962615,107
The Red Shoes,6.5,81
An Assassin,6.5,42
Borrow Your Love,6.5,55
Deja Vu,6.5,62
Mushishi,6.5,54
Rolling Love,6.4921875,64
Tokyo Friends: The Movie,6.485714285714286,35
Ghastly,6.4855072463768115,69
Possessed,6.485294117647059,34
Boy and Girl,6.480769230769231,26
How to Date an Otaku Girl,6.4763636363636365,275
Boys of Tomorrow,6.4714285714285715,35
Volleyball Lover,6.470588235294118,34
Marrying the Mafia 5 - Return of the Family,6.467741935483871,31
Ugly Duckling Series: Pity Girl,6.465909090909091,44
Sex is Zero,6.463855421686747,166
Spring Bears Love,6.45945945945946,37
Princess LuLu,6.457142857142857,35
Manny,6.452127659574468,188
Marry Him If You Dare,6.450777202072539,579
Oh My God!,6.45,30
Kanojo to no Tadashii Asobikata,6.448529411764706,204
White Valentine,6.448275862068965,29
Romance Town,6.445121951219512,246
Marumaru Tsuma,6.444444444444445,27
Attack on Titan,6.444256756756757,296
Sleeping Beauty,6.4423076923076925,26
Love Frequency 37.2,6.4411764705882355,51
Fujimi Orchestra,6.4375,40
The Color of a Woman,6.436746987951807,166
Freeze,6.436619718309859,71
Waruboro,6.433333333333334,30
The Chasing World,6.4326923076923075,52
The Taste of Money,6.430232558139535,43
"The Relation of Face, Mind and Love",6.429054054054054,148
A Chinese Fairy Tale,6.428571428571429,28
Lovely Rivals,6.425925925925926,27
Kuroyuri Complex,6.4245283018867925,53
My Sweet Seoul,6.421875,32
The Best Future,6.42,50
Fasten Your Seatbelt,6.414285714285715,70
Hellcats,6.413793103448276,87
Knock Knock Loving You,6.40625,32
Nine Tailed Fox,6.40566037735849,53
Fortune Salon,6.405405405405405,37
How to Become Myself,6.403846153846154,26
Don't Click,6.4036697247706424,109
Spy Girl,6.401515151515151,132
Bokura No Ai No Kanade,6.4,50
Little Black Dress,6.3966666666666665,450
Love Flight,6.392857142857143,28
Searching for the Elephant,6.390909090909091,55
Doll House,6.390625,32
My Scary Girl,6.388888888888889,63
Marrying School Girl,6.388489208633094,139
Love Storm,6.382352941176471,34
Whispering Corridors,6.377659574468085,94
The Heirs Christmas Edition,6.375,132
Yatterman,6.370967741935484,31
Who Slept with Her,6.364864864864865,111
Jumping Girl,6.363636363636363,44
Glowing She,6.361256544502618,191
Attack on Titan: End Of The World,6.360215053763441,93
GOGO Ikemen 5,6.358974358974359,39
Anmitsu Hime,6.358695652173913,46
Give Love Away,6.355263157894737,38
Oppai Volleyball,6.351851851851852,27
Honto ni Atta Kowai Hanashi 2012,6.333333333333333,30
Spring Love,6.329787234042553,47
Romeo and Juliet,6.325757575757576,66
Kamui Gaiden,6.325581395348837,43
Sadako 3D,6.32183908045977,87
Calling For Love,6.318840579710145,69
Ghost Train,6.318181818181818,55
Tadashii Ouji no Tsukurikata,6.3175675675675675,74
15 Sai no Blues,6.310344827586207,29
Don't Ask Me About The Past,6.306451612903226,31
Sanaeha Sunya Kaen,6.302631578947368,38
Love Detective Sherlock K,6.3023255813953485,43
Suugaku Joshi Gakuen,6.3,30
Five Senses of Eros,6.2976190476190474,210
Boku wa Imouto ni Koi wo Suru,6.295527156549521,313
Casshern,6.288732394366197,71
Itazura na Kiss,6.288018433179723,217
The Housemaid,6.2834394904458595,157
Hard Romanticker,6.28125,48
"The Death, Her and Me",6.275862068965517,29
P.P.O.I.,6.272058823529412,68
Jungle Fish,6.262195121951219,82
Halfway,6.25,84
Fashion King,6.245173745173745,518
Muoi: The Legend of a Portrait,6.245098039215686,51
Basketball,6.244897959183674,49
Higanjima,6.24468085106383,47
Green Chair,6.243421052631579,76
My DNA Says I Love You,6.230769230769231,26
Loving You,6.222222222222222,27
Sealed with a Kiss Miniseries Sequel,6.22093023255814,43
Single Dad In Love,6.215909090909091,44
Obsessed,6.212121212121212,99
Negative Happy Chain Saw Edge,6.211538461538462,52
Happy Boys,6.209302325581396,43
